"user_id","email","'password'","first_name","last_name","middle_name","is_staft","country","city","adress","phone_number","carts_id","users_user_id","subtotal","total","'timestamp'","order_id","carts_cart_id","order_status_order_status_id","shipping_total","total-2","created_at","updated_at","order_status_id","status_name","carts_cart_id-2","products_product_id","product_id","product_title","product_description","in_stock","price","slug","category_id","category_id-2","category_title","category_description"
78,"email78@gmail.com","26807511161","first_name 78","last_name 78","middle_name 78",0,"country 78","city 78","address 78",NULL,78,78,817.95,817.95,"2021-03-13 07:53:43",78,78,4,60,817.95,"2020-01-25 00:00:00","2020-04-02 00:00:00",4,"Finished",78,6,6,"Product 6","Product description 6",50,65.61,"Product-6",9,9,"Category 9","Category 9 description."
241,"email241@gmail.com","31018366296","first_name 241","last_name 241","middle_name 241",0,"country 241","city 241","address 241",NULL,241,241,786.52,786.52,"2021-03-13 07:53:44",241,241,4,60,786.52,"2020-06-12 00:00:00","2020-06-02 00:00:00",4,"Finished",241,12,12,"Product 12","Product description 12",35,93.38,"Product-12",6,6,"Category 6","Category 6 description."
386,"email386@gmail.com","128195694053","first_name 386","last_name 386","middle_name 386",0,"country 386","city 386","address 386",NULL,386,386,1239.18,1239.18,"2021-03-13 07:53:44",386,386,1,60,1239.18,"2020-05-12 00:00:00","2018-10-31 00:00:00",1,"Accepted",386,13,13,"Product 13","Product description 13",1,145.39,"Product-13",4,4,"Category 4","Category 4 description."
984,"email984@gmail.com","139588605245","first_name 984","last_name 984","middle_name 984",1,"country 984","city 984","address 984",NULL,984,984,570.29,570.29,"2021-03-13 07:53:44",984,984,1,60,570.29,"2020-04-27 00:00:00","2019-10-21 00:00:00",1,"Accepted",984,14,14,"Product 14","Product description 14",2,108.03,"Product-14",1,1,"Category 1","Category 1 description."
564,"email564@gmail.com","106769183348","first_name 564","last_name 564","middle_name 564",0,"country 564","city 564","address 564",NULL,564,564,775.54,775.54,"2021-03-13 07:53:44",564,564,2,60,775.54,"2020-02-13 00:00:00","2020-11-05 00:00:00",2,"In progress",564,17,17,"Product 17","Product description 17",50,27.66,"Product-17",10,10,"Category 10","Category 10 description."
1034,"email1034@gmail.com","26478193027","first_name 1034","last_name 1034","middle_name 1034",1,"country 1034","city 1034","address 1034",NULL,1034,1034,559.02,559.02,"2021-03-13 07:53:44",1034,1034,4,60,559.02,"2020-01-28 00:00:00","2019-11-26 00:00:00",4,"Finished",1034,18,18,"Product 18","Product description 18",38,121.12,"Product-18",7,7,"Category 7","Category 7 description."
1264,"email1264@gmail.com","1970986000","first_name 1264","last_name 1264","middle_name 1264",0,"country 1264","city 1264","address 1264",NULL,1264,1264,311.8,311.8,"2021-03-13 07:53:44",1264,1264,4,60,311.8,"2020-01-07 00:00:00","2017-06-28 00:00:00",4,"Finished",1264,20,20,"Product 20","Product description 20",41,161.98,"Product-20",11,11,"Category 11","Category 11 description."
1140,"email1140@gmail.com","148568999792","first_name 1140","last_name 1140","middle_name 1140",0,"country 1140","city 1140","address 1140",NULL,1140,1140,940.1,940.1,"2021-03-13 07:53:44",1140,1140,3,60,940.1,"2020-06-24 00:00:00","2019-03-07 00:00:00",3,"Paid",1140,25,25,"Product 25","Product description 25",24,113.46,"Product-25",18,18,"Category 18","Category 18 description."
1034,"email1034@gmail.com","26478193027","first_name 1034","last_name 1034","middle_name 1034",1,"country 1034","city 1034","address 1034",NULL,1034,1034,559.02,559.02,"2021-03-13 07:53:44",1034,1034,4,60,559.02,"2020-01-28 00:00:00","2019-11-26 00:00:00",4,"Finished",1034,35,35,"Product 35","Product description 35",42,161.45,"Product-35",14,14,"Category 14","Category 14 description."
1148,"email1148@gmail.com","68572478472","first_name 1148","last_name 1148","middle_name 1148",1,"country 1148","city 1148","address 1148",NULL,1148,1148,370.49,370.49,"2021-03-13 07:53:44",1148,1148,1,60,370.49,"2020-03-22 00:00:00","2019-01-11 00:00:00",1,"Accepted",1148,46,46,"Product 46","Product description 46",23,191.46,"Product-46",13,13,"Category 13","Category 13 description."
1031,"email1031@gmail.com","118928185979","first_name 1031","last_name 1031","middle_name 1031",1,"country 1031","city 1031","address 1031",NULL,1031,1031,120.73,120.73,"2021-03-13 07:53:44",1031,1031,4,60,120.73,"2020-05-02 00:00:00","2019-11-19 00:00:00",4,"Finished",1031,53,53,"Product 53","Product description 53",10,98.71,"Product-53",6,6,"Category 6","Category 6 description."
1026,"email1026@gmail.com","74277546981","first_name 1026","last_name 1026","middle_name 1026",0,"country 1026","city 1026","address 1026",NULL,1026,1026,716.64,716.64,"2021-03-13 07:53:44",1026,1026,1,60,716.64,"2020-05-08 00:00:00","2020-12-24 00:00:00",1,"Accepted",1026,53,53,"Product 53","Product description 53",10,98.71,"Product-53",6,6,"Category 6","Category 6 description."
1209,"email1209@gmail.com","71521572929","first_name 1209","last_name 1209","middle_name 1209",1,"country 1209","city 1209","address 1209",NULL,1209,1209,1181.93,1181.93,"2021-03-13 07:53:44",1209,1209,4,60,1181.93,"2020-04-22 00:00:00","2017-08-21 00:00:00",4,"Finished",1209,57,57,"Product 57","Product description 57",39,133.44,"Product-57",18,18,"Category 18","Category 18 description."
380,"email380@gmail.com","132510568637","first_name 380","last_name 380","middle_name 380",0,"country 380","city 380","address 380",NULL,380,380,891.4,891.4,"2021-03-13 07:53:44",380,380,3,60,891.4,"2020-05-29 00:00:00","2020-11-29 00:00:00",3,"Paid",380,63,63,"Product 63","Product description 63",41,17.64,"Product-63",15,15,"Category 15","Category 15 description."
365,"email365@gmail.com","111854138616","first_name 365","last_name 365","middle_name 365",0,"country 365","city 365","address 365",NULL,365,365,1025.41,1025.41,"2021-03-13 07:53:44",365,365,2,60,1025.41,"2020-02-22 00:00:00","2019-06-28 00:00:00",2,"In progress",365,64,64,"Product 64","Product description 64",42,56.37,"Product-64",15,15,"Category 15","Category 15 description."
1225,"email1225@gmail.com","130957121750","first_name 1225","last_name 1225","middle_name 1225",0,"country 1225","city 1225","address 1225",NULL,1225,1225,813.9,813.9,"2021-03-13 07:53:44",1225,1225,4,60,813.9,"2020-03-08 00:00:00","2019-06-20 00:00:00",4,"Finished",1225,66,66,"Product 66","Product description 66",26,134.04,"Product-66",16,16,"Category 16","Category 16 description."
1034,"email1034@gmail.com","26478193027","first_name 1034","last_name 1034","middle_name 1034",1,"country 1034","city 1034","address 1034",NULL,1034,1034,559.02,559.02,"2021-03-13 07:53:44",1034,1034,4,60,559.02,"2020-01-28 00:00:00","2019-11-26 00:00:00",4,"Finished",1034,70,70,"Product 70","Product description 70",14,101.93,"Product-70",1,1,"Category 1","Category 1 description."
564,"email564@gmail.com","106769183348","first_name 564","last_name 564","middle_name 564",0,"country 564","city 564","address 564",NULL,564,564,775.54,775.54,"2021-03-13 07:53:44",564,564,2,60,775.54,"2020-02-13 00:00:00","2020-11-05 00:00:00",2,"In progress",564,89,89,"Product 89","Product description 89",46,27.01,"Product-89",2,2,"Category 2","Category 2 description."
793,"email793@gmail.com","89592238302","first_name 793","last_name 793","middle_name 793",0,"country 793","city 793","address 793",NULL,793,793,729.48,729.48,"2021-03-13 07:53:44",793,793,3,60,729.48,"2020-04-21 00:00:00","2017-04-15 00:00:00",3,"Paid",793,94,94,"Product 94","Product description 94",6,83.08,"Product-94",1,1,"Category 1","Category 1 description."
1088,"email1088@gmail.com","18825878034","first_name 1088","last_name 1088","middle_name 1088",0,"country 1088","city 1088","address 1088",NULL,1088,1088,738.28,738.28,"2021-03-13 07:53:44",1088,1088,4,60,738.28,"2020-01-06 00:00:00","2020-11-15 00:00:00",4,"Finished",1088,102,102,"Product 102","Product description 102",37,129.1,"Product-102",15,15,"Category 15","Category 15 description."
341,"email341@gmail.com","73994406272","first_name 341","last_name 341","middle_name 341",0,"country 341","city 341","address 341",NULL,341,341,1153.24,1153.24,"2021-03-13 07:53:44",341,341,2,60,1153.24,"2020-01-31 00:00:00","2017-10-26 00:00:00",2,"In progress",341,105,105,"Product 105","Product description 105",23,148.93,"Product-105",16,16,"Category 16","Category 16 description."
304,"email304@gmail.com","58386115635","first_name 304","last_name 304","middle_name 304",1,"country 304","city 304","address 304",NULL,304,304,253.76,253.76,"2021-03-13 07:53:44",304,304,2,60,253.76,"2020-05-24 00:00:00","2017-08-07 00:00:00",2,"In progress",304,105,105,"Product 105","Product description 105",23,148.93,"Product-105",16,16,"Category 16","Category 16 description."
353,"email353@gmail.com","41865162362","first_name 353","last_name 353","middle_name 353",1,"country 353","city 353","address 353",NULL,353,353,443.31,443.31,"2021-03-13 07:53:44",353,353,4,60,443.31,"2020-05-11 00:00:00","2019-10-04 00:00:00",4,"Finished",353,110,110,"Product 110","Product description 110",4,123.14,"Product-110",12,12,"Category 12","Category 12 description."
189,"email189@gmail.com","15105143089","first_name 189","last_name 189","middle_name 189",0,"country 189","city 189","address 189",NULL,189,189,734.75,734.75,"2021-03-13 07:53:43",189,189,3,60,734.75,"2020-06-26 00:00:00","2020-10-26 00:00:00",3,"Paid",189,110,110,"Product 110","Product description 110",4,123.14,"Product-110",12,12,"Category 12","Category 12 description."
619,"email619@gmail.com","139113063639","first_name 619","last_name 619","middle_name 619",1,"country 619","city 619","address 619",NULL,619,619,359.8,359.8,"2021-03-13 07:53:44",619,619,4,60,359.8,"2020-02-26 00:00:00","2020-04-27 00:00:00",4,"Finished",619,114,114,"Product 114","Product description 114",20,149.56,"Product-114",4,4,"Category 4","Category 4 description."
1035,"email1035@gmail.com","107624170051","first_name 1035","last_name 1035","middle_name 1035",0,"country 1035","city 1035","address 1035",NULL,1035,1035,153.62,153.62,"2021-03-13 07:53:44",1035,1035,1,60,153.62,"2020-01-19 00:00:00","2018-08-22 00:00:00",1,"Accepted",1035,115,115,"Product 115","Product description 115",2,19.25,"Product-115",19,19,"Category 19","Category 19 description."
1030,"email1030@gmail.com","137859303952","first_name 1030","last_name 1030","middle_name 1030",0,"country 1030","city 1030","address 1030",NULL,1030,1030,152.61,152.61,"2021-03-13 07:53:44",1030,1030,4,60,152.61,"2020-02-10 00:00:00","2020-09-27 00:00:00",4,"Finished",1030,124,124,"Product 124","Product description 124",6,113.49,"Product-124",7,7,"Category 7","Category 7 description."
1140,"email1140@gmail.com","148568999792","first_name 1140","last_name 1140","middle_name 1140",0,"country 1140","city 1140","address 1140",NULL,1140,1140,940.1,940.1,"2021-03-13 07:53:44",1140,1140,3,60,940.1,"2020-06-24 00:00:00","2019-03-07 00:00:00",3,"Paid",1140,131,131,"Product 131","Product description 131",37,197.41,"Product-131",19,19,"Category 19","Category 19 description."
1025,"email1025@gmail.com","68479415812","first_name 1025","last_name 1025","middle_name 1025",0,"country 1025","city 1025","address 1025",NULL,1025,1025,675.19,675.19,"2021-03-13 07:53:44",1025,1025,3,60,675.19,"2020-03-04 00:00:00","2020-01-15 00:00:00",3,"Paid",1025,132,132,"Product 132","Product description 132",32,197.77,"Product-132",13,13,"Category 13","Category 13 description."
1088,"email1088@gmail.com","18825878034","first_name 1088","last_name 1088","middle_name 1088",0,"country 1088","city 1088","address 1088",NULL,1088,1088,738.28,738.28,"2021-03-13 07:53:44",1088,1088,4,60,738.28,"2020-01-06 00:00:00","2020-11-15 00:00:00",4,"Finished",1088,141,141,"Product 141","Product description 141",42,48.58,"Product-141",11,11,"Category 11","Category 11 description."
876,"email876@gmail.com","13936853006","first_name 876","last_name 876","middle_name 876",0,"country 876","city 876","address 876",NULL,876,876,452.57,452.57,"2021-03-13 07:53:44",876,876,3,60,452.57,"2020-01-11 00:00:00","2018-07-09 00:00:00",3,"Paid",876,145,145,"Product 145","Product description 145",12,33.21,"Product-145",17,17,"Category 17","Category 17 description."
1209,"email1209@gmail.com","71521572929","first_name 1209","last_name 1209","middle_name 1209",1,"country 1209","city 1209","address 1209",NULL,1209,1209,1181.93,1181.93,"2021-03-13 07:53:44",1209,1209,4,60,1181.93,"2020-04-22 00:00:00","2017-08-21 00:00:00",4,"Finished",1209,153,153,"Product 153","Product description 153",4,33.21,"Product-153",2,2,"Category 2","Category 2 description."
1121,"email1121@gmail.com","141282871888","first_name 1121","last_name 1121","middle_name 1121",0,"country 1121","city 1121","address 1121",NULL,1121,1121,810.5,810.5,"2021-03-13 07:53:44",1121,1121,4,60,810.5,"2020-05-05 00:00:00","2018-02-23 00:00:00",4,"Finished",1121,155,155,"Product 155","Product description 155",33,120.35,"Product-155",5,5,"Category 5","Category 5 description."
1264,"email1264@gmail.com","1970986000","first_name 1264","last_name 1264","middle_name 1264",0,"country 1264","city 1264","address 1264",NULL,1264,1264,311.8,311.8,"2021-03-13 07:53:44",1264,1264,4,60,311.8,"2020-01-07 00:00:00","2017-06-28 00:00:00",4,"Finished",1264,160,160,"Product 160","Product description 160",4,149.82,"Product-160",3,3,"Category 3","Category 3 description."
1255,"email1255@gmail.com","125122548511","first_name 1255","last_name 1255","middle_name 1255",1,"country 1255","city 1255","address 1255",NULL,1255,1255,769.57,769.57,"2021-03-13 07:53:44",1255,1255,1,60,769.57,"2020-01-01 00:00:00","2020-07-19 00:00:00",1,"Accepted",1255,179,179,"Product 179","Product description 179",41,165.27,"Product-179",14,14,"Category 14","Category 14 description."
597,"email597@gmail.com","23872975105","first_name 597","last_name 597","middle_name 597",1,"country 597","city 597","address 597",NULL,597,597,480.56,480.56,"2021-03-13 07:53:44",597,597,2,60,480.56,"2020-05-07 00:00:00","2019-05-03 00:00:00",2,"In progress",597,179,179,"Product 179","Product description 179",41,165.27,"Product-179",14,14,"Category 14","Category 14 description."
895,"email895@gmail.com","89794194186","first_name 895","last_name 895","middle_name 895",0,"country 895","city 895","address 895",NULL,895,895,148.17,148.17,"2021-03-13 07:53:44",895,895,5,60,148.17,"2020-04-20 00:00:00","2019-01-06 00:00:00",5,"Canceled",895,183,183,"Product 183","Product description 183",46,6.93,"Product-183",2,2,"Category 2","Category 2 description."
1208,"email1208@gmail.com","41290104597","first_name 1208","last_name 1208","middle_name 1208",0,"country 1208","city 1208","address 1208",NULL,1208,1208,630.69,630.69,"2021-03-13 07:53:44",1208,1208,5,60,630.69,"2020-05-24 00:00:00","2017-03-13 00:00:00",5,"Canceled",1208,185,185,"Product 185","Product description 185",18,89.89,"Product-185",13,13,"Category 13","Category 13 description."
1456,"email1456@gmail.com","147124599623","first_name 1456","last_name 1456","middle_name 1456",0,"country 1456","city 1456","address 1456",NULL,1456,1456,451.55,451.55,"2021-03-13 07:53:44",1456,1456,1,60,451.55,"2020-06-06 00:00:00","2020-02-25 00:00:00",1,"Accepted",1456,188,188,"Product 188","Product description 188",48,66.31,"Product-188",16,16,"Category 16","Category 16 description."
539,"email539@gmail.com","71952515656","first_name 539","last_name 539","middle_name 539",0,"country 539","city 539","address 539",NULL,539,539,922.87,922.87,"2021-03-13 07:53:44",539,539,5,60,922.87,"2020-05-31 00:00:00","2019-12-08 00:00:00",5,"Canceled",539,192,192,"Product 192","Product description 192",29,199.44,"Product-192",15,15,"Category 15","Category 15 description."
716,"email716@gmail.com","49084642539","first_name 716","last_name 716","middle_name 716",0,"country 716","city 716","address 716",NULL,716,716,451.21,451.21,"2021-03-13 07:53:44",716,716,1,60,451.21,"2020-04-02 00:00:00","2018-03-28 00:00:00",1,"Accepted",716,201,201,"Product 201","Product description 201",26,38.33,"Product-201",18,18,"Category 18","Category 18 description."
919,"email919@gmail.com","102975929196","first_name 919","last_name 919","middle_name 919",0,"country 919","city 919","address 919",NULL,919,919,550.72,550.72,"2021-03-13 07:53:44",919,919,3,60,550.72,"2020-05-01 00:00:00","2019-10-29 00:00:00",3,"Paid",919,207,207,"Product 207","Product description 207",34,156.5,"Product-207",1,1,"Category 1","Category 1 description."
380,"email380@gmail.com","132510568637","first_name 380","last_name 380","middle_name 380",0,"country 380","city 380","address 380",NULL,380,380,891.4,891.4,"2021-03-13 07:53:44",380,380,3,60,891.4,"2020-05-29 00:00:00","2020-11-29 00:00:00",3,"Paid",380,210,210,"Product 210","Product description 210",48,66.29,"Product-210",9,9,"Category 9","Category 9 description."
672,"email672@gmail.com","31905006529","first_name 672","last_name 672","middle_name 672",0,"country 672","city 672","address 672",NULL,672,672,157.35,157.35,"2021-03-13 07:53:44",672,672,2,60,157.35,"2020-03-31 00:00:00","2018-08-04 00:00:00",2,"In progress",672,219,219,"Product 219","Product description 219",24,60.3,"Product-219",4,4,"Category 4","Category 4 description."
919,"email919@gmail.com","102975929196","first_name 919","last_name 919","middle_name 919",0,"country 919","city 919","address 919",NULL,919,919,550.72,550.72,"2021-03-13 07:53:44",919,919,3,60,550.72,"2020-05-01 00:00:00","2019-10-29 00:00:00",3,"Paid",919,241,241,"Product 241","Product description 241",11,121.24,"Product-241",16,16,"Category 16","Category 16 description."
1215,"email1215@gmail.com","48572508503","first_name 1215","last_name 1215","middle_name 1215",0,"country 1215","city 1215","address 1215",NULL,1215,1215,413.98,413.98,"2021-03-13 07:53:44",1215,1215,3,60,413.98,"2020-03-22 00:00:00","2020-07-08 00:00:00",3,"Paid",1215,244,244,"Product 244","Product description 244",14,112.8,"Product-244",9,9,"Category 9","Category 9 description."
